SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,CNT_CREDIT_PROLONG,AMT_CREDIT_MAX_OVERDUE,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,,,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY,,days_end-cre,days_fact-cre,days_fact-end,days_update-cre,days_update-end,days_update-fact,ant_cre-debt,ant_cre-debt-by-limit,ant_debt-p-limit,ant_cre-by-debt-p-limit,AMT_CREDIT_SUM-by-days_end-cre,AMT_CREDIT_SUM-by-days_fact-cre,AMT_CREDIT_SUM-by-days_fact-end,AMT_CREDIT_SUM-by-days_update-cre,AMT_CREDIT_SUM-by-days_update-end
302383,6589442,Active,currency 1,-105,0,626,,0,0,270000,,TRUE,,,0,Consumer credit,-43,,,731,,,62,-669,,,,,,369.3570451,,,4354.83871,-403.5874439
302383,6589439,Active,currency 1,-312,0,784,,0,,450000,322456.5,TRUE,,0,0,Consumer credit,-22,,,1096,,,290,-806,,127543.5,inf,322456.5,1.395537072,410.5839416,,,1551.724138,-558.3126551
302383,6589436,Closed,currency 1,-1029,0,-298,-296,0,,270000,0,,,0,0,Consumer credit,-260,,,731,733,2,769,38,36,270000,inf,0,inf,369.3570451,368.3492497,135000,351.1053316,7105.263158
302383,6589438,Active,currency 1,-1029,0,-298,,0,,270000,75789,TRUE,,0,0,Consumer credit,-439,,,731,,,590,-141,,194211,inf,75789,3.562522266,369.3570451,,,457.6271186,-1914.893617
302383,6589440,Closed,currency 1,-1359,0,-1208,-1208,0,,19183.5,0,,,,0,Consumer credit,-1206,,,151,151,0,153,2,2,19183.5,,,,127.0430464,127.0430464,inf,125.3823529,9591.75
302383,6589437,Closed,currency 1,-1360,0,-1208,-1204,0,,19183.5,0,,,0,0,Consumer credit,-742,,,152,156,4,618,466,462,19183.5,inf,0,inf,126.2072368,122.9711538,4795.875,31.04126214,41.16630901
302383,6589441,Closed,currency 1,-2008,0,-1265,-462,0,,45000,,,,,0,Credit card,-455,,,743,1546,803,1553,810,7,,,,,60.56527591,29.10737387,56.03985056,28.97617514,55.55555556
303236,6113429,Closed,currency 1,-581,0,-33,-33,0,0,171450,0,,,0,0,Consumer credit,-31,,,548,548,0,550,2,2,171450,inf,0,inf,312.8649635,312.8649635,inf,311.7272727,85725
307007,5746460,Active,currency 1,-73,0,475,,0,,244120.5,222700.5,TRUE,,0,0,Consumer credit,-10,,,548,,,63,-485,,21420,inf,222700.5,1.09618299,445.475365,,,3874.928571,-503.3412371
307007,5746456,Closed,currency 1,-324,0,-52,-52,0,,46674,0,,,0,0,Consumer credit,-45,,,272,272,0,279,7,7,46674,inf,0,inf,171.5955882,171.5955882,inf,167.2903226,6667.714286
307007,5746457,Closed,currency 1,-327,0,-54,-54,0,,139815,0,,,0,0,Consumer credit,-30,,,273,273,0,297,24,24,139815,inf,0,inf,512.1428571,512.1428571,inf,470.7575758,5825.625
307007,5746462,Active,currency 1,-340,0,,,0,0,45000,24660,TRUE,,20339.73,0,Credit card,-27,,,,,,313,,,20340,1.000013275,44999.73,1.000006,,,,143.7699681,
307007,5746461,Active,currency 1,-378,0,171,,0,6205.545,108841.5,48595.5,TRUE,,0,0,Consumer credit,-27,,,549,,,351,-198,,60246,inf,48595.5,2.239744421,198.2540984,,,310.0897436,-549.7045455
307007,5746458,Closed,currency 1,-500,0,-317,-317,0,,85500,0,,,0,0,Consumer credit,-311,,,183,183,0,189,6,6,85500,inf,0,inf,467.2131148,467.2131148,inf,452.3809524,14250
307007,5746459,Closed,currency 1,-695,0,-330,-330,0,,99000,0,,,0,0,Consumer credit,-326,,,365,365,0,369,4,4,99000,inf,0,inf,271.2328767,271.2328767,inf,268.2926829,24750
312436,5643541,Active,currency 1,-63,0,665,,0,0,201150,194410.845,TRUE,,0,0,Consumer credit,-34,,,728,,,29,-699,,6739.155,inf,194410.845,1.034664501,276.3049451,,,6936.206897,-287.7682403
312436,5643540,Closed,currency 1,-132,0,1694,-125,0,,530604,,,,,0,Consumer credit,-124,,,1826,7,-1819,8,-1818,1,,,,,290.5826944,75800.57143,-291.7009346,66325.5,-291.8613861
312436,5643539,Closed,currency 1,-414,0,1412,-306,0,,692100,,,,,0,Consumer credit,-306,,,1826,108,-1718,108,-1718,0,,,,,379.0251917,6408.333333,-402.8521537,6408.333333,-402.8521537
312436,5643538,Active,currency 1,-784,0,294,,0,,247500,78201,TRUE,,0,0,Consumer credit,-9,,,1078,,,775,-303,,169299,inf,78201,3.164921165,229.5918367,,,319.3548387,-816.8316832
317957,6489364,Active,currency 1,-78,0,27507,,0,0,90000,0,TRUE,,90000,0,Credit card,-26,,,27585,,,52,-27533,,90000,1,90000,1,3.262642741,,,1730.769231,-3.268804707
317957,6489363,Closed,currency 1,-704,0,-338,-338,0,0,90495,0,,,0,0,Consumer credit,-336,,,366,366,0,368,2,2,90495,inf,0,inf,247.2540984,247.2540984,inf,245.9103261,45247.5
317957,6489362,Active,currency 1,-741,0,354,,0,,315000,148941,TRUE,,0,0,Consumer credit,-55,,,1095,,,686,-409,,166059,inf,148941,2.114931416,287.6712329,,,459.1836735,-770.1711491
318729,5241728,Active,currency 1,-185,0,30997,,0,,1170000,0,TRUE,,0,0,Credit card,-75,0,,31182,,,110,-31072,,1170000,inf,0,inf,37.5216471,,,10636.36364,-37.65447992
318729,5241731,Active,currency 1,-188,0,3465,,0,,675000,53770.5,TRUE,,0,0,Credit card,-5,0,,3653,,,183,-3470,,621229.5,inf,53770.5,12.55335174,184.7796332,,,3688.52459,-194.5244957
318729,5241732,Active,currency 1,-581,0,1245,,0,,571500,259542,TRUE,,0,0,Consumer credit,-28,,,1826,,,553,-1273,,311958,inf,259542,2.201955753,312.9791895,,,1033.453888,-448.939513
318729,5241733,Active,currency 1,-581,0,1245,,0,,427500,344781,TRUE,,0,0,Consumer credit,-28,0,,1826,,,553,-1273,,82719,inf,344781,1.239917513,234.1182913,,,773.0560579,-335.8208955
318729,5241729,Closed,currency 1,-677,0,-187,-162,0,,540000,0,,,0,0,Credit card,-152,11929.5,,490,515,25,525,35,10,540000,inf,0,inf,1102.040816,1048.543689,21600,1028.571429,15428.57143
318729,5241734,Closed,currency 1,-785,0,,-715,0,0,0,0,,,0,0,Credit card,-323,,,,70,,462,,392,0,,0,,,0,,0,
318729,5241730,Active,currency 1,-948,0,467,,0,,270000,0,TRUE,,0,0,Credit card,-8,,,1415,,,940,-475,,270000,inf,0,inf,190.8127208,,,287.2340426,-568.4210526
319433,6748981,Active,currency 1,-605,0,1206,,0,,468000,423819,TRUE,,,0,Credit card,-13,,,1811,,,592,-1219,,44181,,,,258.420762,,,790.5405405,-383.9212469
319433,6748980,Active,currency 1,-2746,0,4558,,0,,2632500,1175877,TRUE,,0,0,Mortgage,-35,,,7304,,,2711,-4593,,1456623,inf,1175877,2.238754564,360.4189485,,,971.0438952,-573.1548008
319743,5057931,Active,currency 1,-568,0,1258,,0,,2205000,1770642,TRUE,,0,0,Consumer credit,-11,,,1826,,,557,-1269,,434358,inf,1770642,1.245311023,1207.557503,,,3958.707361,-1737.588652
319743,5057929,Active,currency 1,-570,0,538,,0,,360000,0,TRUE,,0,0,Credit card,-70,,,1108,,,500,-608,,360000,inf,0,inf,324.9097473,,,720,-592.1052632
319743,5057930,Active,currency 1,-1019,0,-288,,0,,270000,0,TRUE,,0,0,Consumer credit,-522,,,731,,,497,-234,,270000,inf,0,inf,369.3570451,,,543.2595573,-1153.846154
319743,5057928,Closed,currency 1,-1945,0,-1761,-1761,0,,35055,0,,,0,0,Consumer credit,-1534,,,184,184,0,411,227,227,35055,inf,0,inf,190.5163043,190.5163043,inf,85.2919708,154.4273128
319743,5057927,Closed,currency 1,-2402,0,-2037,-2037,0,,57645,0,,,0,0,Consumer credit,-2024,,,365,365,0,378,13,13,57645,inf,0,inf,157.9315068,157.9315068,inf,152.5,4434.230769
319743,5057932,Closed,currency 1,-2869,0,-2565,-2567,0,,15556.5,0,,,,0,Consumer credit,-1769,,,304,302,-2,1100,796,798,15556.5,,,,51.17269737,51.5115894,-7778.25,14.14227273,19.54334171
319743,5057926,Closed,currency 1,-2870,0,-2565,-2536,0,,15556.5,0,,,0,0,Consumer credit,-833,,,305,334,29,2037,1732,1703,15556.5,inf,0,inf,51.00491803,46.57634731,536.4310345,7.636966127,8.981812933
320558,6068478,Closed,currency 1,-885,0,-671,-699,0,13500,75691.8,0,,,0,0,Consumer credit,-699,,,214,186,-28,186,-28,0,75691.8,inf,0,inf,353.7,406.9451613,-2703.278571,406.9451613,-2703.278571
320558,6068479,Active,currency 1,-885,0,820,,0,0,0,0,TRUE,,0,0,Credit card,-642,,,1705,,,243,-1462,,0,,0,,0,,,0,0
320558,6068477,Closed,currency 1,-1737,0,-1525,-1583,0,0,23580,0,,,0,0,Consumer credit,-1583,,,212,154,-58,154,-58,0,23580,inf,0,inf,111.2264151,153.1168831,-406.5517241,153.1168831,-406.5517241
320558,6068481,Closed,currency 1,-1750,0,-1572,-932,0,,130680,,,,,0,Consumer credit,-929,,,178,818,640,821,643,3,,,,,734.1573034,159.7555012,204.1875,159.1717418,203.2348367
320558,6068480,Closed,currency 1,-2365,0,-1636,-1651,0,,1350000,0,,,0,0,Consumer credit,-653,,,729,714,-15,1712,983,998,1350000,inf,0,inf,1851.851852,1890.756303,-90000,788.5514019,1373.346897
320558,6068476,Closed,currency 1,-2887,0,-2675,-2703,0,0,52454.34,0,,,0,0,Consumer credit,-2703,,,212,184,-28,184,-28,0,52454.34,inf,0,inf,247.4261321,285.0779348,-1873.369286,285.0779348,-1873.369286
322909,5403639,Active,currency 1,-129,0,1054,,0,,135000,118062,TRUE,,0,0,Credit card,-64,,,1183,,,65,-1118,,16938,inf,118062,1.143466992,114.1166526,,,2076.923077,-120.7513417
322909,5403636,Active,currency 1,-150,0,65,,0,,57063.6,20049.66,TRUE,,,0,Consumer credit,-22,,,215,,,128,-87,,37013.94,,,,265.412093,,,445.809375,-655.9034483
322909,5403635,Active,currency 1,-263,0,102,,0,,158130,61176.645,TRUE,,,0,Consumer credit,-4,,,365,,,259,-106,,96953.355,,,,433.2328767,,,610.5405405,-1491.792453
322909,5403642,Active,currency 1,-305,0,1522,,0,0,247500,,TRUE,,,0,Consumer credit,-32,,,1827,,,273,-1554,,,,,,135.4679803,,,906.5934066,-159.2664093
322909,5403641,Closed,currency 1,-516,0,-273,-301,0,0,48694.5,0,,,0,0,Consumer credit,-301,,,243,215,-28,215,-28,0,48694.5,inf,0,inf,200.3888889,226.4860465,-1739.089286,226.4860465,-1739.089286
322909,6026979,Closed,currency 1,-556,0,10401,-267,0,0,0,,,,,0,Credit card,-267,,,10957,289,-10668,289,-10668,0,,,,,0,0,0,0,0
322909,5403640,Active,currency 1,-606,0,1221,,0,0,450000,,TRUE,,,0,Consumer credit,-25,,,1827,,,581,-1246,,,,,,246.3054187,,,774.5266781,-361.1556982
322909,5403634,Closed,currency 1,-885,0,-581,-640,0,,41326.92,0,,,,0,Consumer credit,-316,,,304,245,-59,569,265,324,41326.92,,,,135.9438158,168.6813061,-700.4562712,72.63079086,155.9506415
322909,5403637,Active,currency 1,-926,0,3731,,0,,3573000,3236260.5,TRUE,,0,0,Mortgage,-10,0,,4657,,,916,-3741,,336739.5,inf,3236260.5,1.104052038,767.2321237,,,3900.655022,-955.0922213
322909,5403638,Closed,currency 1,-1419,0,-1054,-1052,0,,130000.5,0,,,0,0,Consumer credit,-1052,,,365,367,2,367,2,0,130000.5,inf,0,inf,356.1657534,354.2247956,65000.25,354.2247956,65000.25
330924,5530176,Active,currency 1,-83,0,128,,0,,43551,32431.5,TRUE,,0,0,Consumer credit,-3,,,211,,,80,-131,,11119.5,inf,32431.5,1.342861107,206.4028436,,,544.3875,-332.4503817
337554,5466781,Active,currency 1,-25,0,1791,,0,,571500,571500,TRUE,,0,0,Consumer credit,-17,5188.5,,1816,,,8,-1808,,0,,571500,1,314.7026432,,,71437.5,-316.0951327
337554,5466782,Active,currency 1,-247,32,31105,,0,,112500,23665.5,TRUE,,,4.5,Credit card,-32,0,,31352,,,215,-31137,,88834.5,,,,3.588287829,,,523.255814,-3.613064842
337554,5466785,Active,currency 1,-247,0,,,0,0,0,23537.07,FALSE,,0,0,Credit card,-28,0,,,,,219,,,-23537.07,#NAME?,23537.07,0,,,,0,
337554,5466784,Active,currency 1,-275,0,92,,0,0,111912.255,39771,TRUE,,0,0,Consumer credit,-28,5188.5,,367,,,247,-120,,72141.255,inf,39771,2.813916044,304.9380245,,,453.0860526,-932.602125
337554,5466780,Closed,currency 1,-580,0,-217,-338,0,,40288.5,0,,,0,0,Consumer credit,-336,0,,363,242,-121,244,-119,2,40288.5,inf,0,inf,110.9876033,166.481405,-332.9628099,165.1168033,-338.5588235
337554,5466783,Closed,currency 1,-699,0,10258,-599,0,0,0,,,,,0,Credit card,-599,5188.5,,10957,100,-10857,100,-10857,0,,,,,0,0,0,0,0
344529,5947728,Closed,currency 1,-508,0,,-155,0,0,166500,0,,,0,0,Credit card,-151,,,,353,,357,,4,166500,inf,0,inf,,471.6713881,,466.3865546,
345434,6639282,Active,currency 1,-269,0,30943,,0,,207000,193122,TRUE,,0,0,Credit card,-7,,,31212,,,262,-30950,,13878,inf,193122,1.07186131,6.632064591,,,790.0763359,-6.688206785
345434,6639280,Closed,currency 1,-498,0,-224,-406,0,,57661.2,0,,,,0,Consumer credit,-396,,,274,92,-182,102,-172,10,57661.2,,,,210.4423358,626.7521739,-316.8197802,565.3058824,-335.2395349
345434,6639277,Closed,currency 1,-688,0,993,-565,0,,4500,0,,,,0,Credit card,-344,15777,,1681,123,-1558,344,-1337,221,4500,,,,2.676977989,36.58536585,-2.888318357,13.08139535,-3.365744203
345434,6639278,Active,currency 1,-728,0,1205,,0,,135000,113987.925,TRUE,,21012.075,0,Credit card,-27,,,1933,,,701,-1232,,21012.075,1,135000,1,69.83962752,,,192.5820257,-109.5779221
345434,6639279,Active,currency 1,-730,0,1205,,0,,450000,416970.72,TRUE,,33029.28,0,Credit card,-28,15777,,1935,,,702,-1233,,33029.28,1,450000,1,232.5581395,,,641.025641,-364.9635036
345434,6639283,Closed,currency 1,-995,0,,-594,0,0,118179,0,,,0,0,Credit card,-589,15777,,,401,,406,,5,118179,inf,0,inf,,294.7107232,,291.0812808,
345434,6639281,Closed,currency 1,-1075,0,-861,-889,0,,25722,0,,,,0,Consumer credit,-827,15777,,214,186,-28,248,34,62,25722,,,,120.1962617,138.2903226,-918.6428571,103.7177419,756.5294118
355558,5598312,Closed,currency 1,-2898,0,-2502,-2491,0,,66285,0,,,0,0,Consumer credit,-2488,,,396,407,11,410,14,3,66285,inf,0,inf,167.3863636,162.8624079,6025.909091,161.6707317,4734.642857
356580,6158386,Active,currency 1,-83,0,374,,0,,115033.5,101061,TRUE,,0,0,Consumer credit,-15,,,457,,,68,-389,,13972.5,inf,101061,1.138258082,251.714442,,,1691.669118,-295.7159383
356580,6158383,Closed,currency 1,-947,0,-734,-763,0,0,33975.63,0,,,0,0,Consumer credit,-763,,,213,184,-29,184,-29,0,33975.63,inf,0,inf,159.51,184.650163,-1171.573448,184.650163,-1171.573448
356580,6158388,Active,currency 1,-1803,0,,,0,0,78750,0,TRUE,,78750,0,Credit card,-86,,,,,,1717,,,78750,1,78750,1,,,,45.86488061,
356580,6158387,Closed,currency 1,-1939,0,-1688,-1688,0,,30339,0,,,,0,Consumer credit,-1066,,,251,251,0,873,622,622,30339,,,,120.87251,120.87251,inf,34.75257732,48.77652733
356580,6158385,Closed,currency 1,-1940,0,-1688,-1668,0,,30339,0,,,0,0,Consumer credit,-739,,,252,272,20,1201,949,929,30339,inf,0,inf,120.3928571,111.5404412,1516.95,25.26144879,31.96944152
356580,6158384,Closed,currency 1,-2801,0,-2497,-2496,0,,85446,0,,,0,0,Consumer credit,-2489,,,304,305,1,312,8,7,85446,inf,0,inf,281.0723684,280.1508197,85446,273.8653846,10680.75
356580,6158382,Closed,currency 1,-2873,0,-2477,-2506,0,5457.15,29655,0,,,0,0,Consumer credit,-2506,,,396,367,-29,367,-29,0,29655,inf,0,inf,74.88636364,80.80381471,-1022.586207,80.80381471,-1022.586207
368609,5520166,Active,currency 1,-231,0,865,,0,,148788,180864,FALSE,,0,0,Consumer credit,-13,,,1096,,,218,-878,,-32076,#NAME?,180864,0.822651274,135.7554745,,,682.5137615,-169.4624146
368609,5520171,Active,currency 1,-355,0,10,,0,0,240934.5,48091.5,TRUE,,0,0,Consumer credit,-27,,,365,,,328,-37,,192843,inf,48091.5,5.009918593,660.0945205,,,734.5564024,-6511.743243
368609,5520163,Closed,currency 1,-458,0,-274,-327,0,,44055,0,,,0,0,Consumer credit,-325,,,184,131,-53,133,-51,2,44055,inf,0,inf,239.4293478,336.2977099,-831.2264151,331.2406015,-863.8235294
368609,5520170,Closed,currency 1,-501,0,-379,-379,0,0,24942.735,0,,,0,0,Consumer credit,-377,,,122,122,0,124,2,2,24942.735,inf,0,inf,204.4486475,204.4486475,inf,201.1510887,12471.3675
368609,5520165,Active,currency 1,-750,0,-568,,0,,236439,83484,TRUE,,0,0,Consumer credit,-621,,,182,,,129,-53,,152955,inf,83484,2.832147477,1299.115385,,,1832.860465,-4461.113208
368609,5520169,Closed,currency 1,-920,0,-554,-554,0,0,58410,0,,,0,0,Consumer credit,-552,,,366,366,0,368,2,2,58410,inf,0,inf,159.5901639,159.5901639,inf,158.7228261,29205
368609,5520168,Closed,currency 1,-1437,0,-767,-767,0,0,125887.005,0,,,0,0,Consumer credit,-767,,,670,670,0,670,0,0,125887.005,inf,0,inf,187.8910522,187.8910522,inf,187.8910522,inf
368609,5520164,Closed,currency 1,-1438,0,-767,-763,0,,125883,0,,,0,0,Consumer credit,-667,,,671,675,4,771,100,96,125883,inf,0,inf,187.6050671,186.4933333,31470.75,163.2723735,1258.83
368609,5520162,Active,currency 1,-2200,0,31198,,0,,202500,0,TRUE,,0,0,Credit card,-8,,,33398,,,2192,-31206,,202500,inf,0,inf,6.06323732,,,92.38138686,-6.489136704
368609,5520167,Closed,currency 1,-2200,0,-1900,-1823,0,7913.16,66015,0,,,0,0,Consumer credit,-1823,,,300,377,77,377,77,0,66015,inf,0,inf,220.05,175.1061008,857.3376623,175.1061008,857.3376623
368609,5520161,Active,currency 1,-2441,0,-2243,,0,,69286.5,12987,TRUE,,0,0,Consumer credit,-2255,,,198,,,186,-12,,56299.5,inf,12987,5.335065835,349.9318182,,,372.5080645,-5773.875
370105,5165848,Active,currency 1,-57,0,,,0,0,450000,449959.5,TRUE,,40.5,0,Credit card,-24,,,,,,33,,,40.5,1,450000,1,,,,13636.36364,
370105,5165837,Closed,currency 1,-517,0,-149,-149,0,,692010,0,,,0,0,Consumer credit,-119,,,368,368,0,398,30,30,692010,inf,0,inf,1880.461957,1880.461957,inf,1738.718593,23067
370105,5165847,Active,currency 1,-711,0,,,0,0,36674.28,0,TRUE,,36674.28,0,Credit card,-87,,,,,,624,,,36674.28,1,36674.28,1,,,,58.77288462,
370105,5165846,Closed,currency 1,-742,0,,-243,0,1399.5,450000,0,,,0,0,Credit card,-241,,,,499,,501,,2,450000,inf,0,inf,,901.8036072,,898.2035928,
370105,5165838,Closed,currency 1,-821,0,-506,-506,0,,65817,0,,,0,0,Consumer credit,-476,,,315,315,0,345,30,30,65817,inf,0,inf,208.9428571,208.9428571,inf,190.773913,2193.9
370105,5165845,Closed,currency 1,-856,0,-673,-671,0,0,41842.35,0,,,0,0,Consumer credit,-577,,,183,185,2,279,96,94,41842.35,inf,0,inf,228.6467213,226.1748649,20921.175,149.9725806,435.8578125
370105,5165844,Active,currency 1,-873,0,-566,,0,8919,80316,,TRUE,,,0,Consumer credit,-343,,,307,,,530,223,,,,,,261.6156352,,,151.5396226,360.161435
370105,5165843,Closed,currency 1,-1020,0,-838,-838,0,0,27004.05,0,,,0,0,Consumer credit,-577,,,182,182,0,443,261,261,27004.05,inf,0,inf,148.3739011,148.3739011,inf,60.95722348,103.4637931
370105,5165842,Closed,currency 1,-1121,0,-937,-936,0,0,18760.5,0,,,0,0,Consumer credit,-577,,,184,185,1,544,360,359,18760.5,inf,0,inf,101.9592391,101.4081081,18760.5,34.48621324,52.1125
370105,5165841,Closed,currency 1,-1221,0,-1038,-1037,0,0,31880.16,0,,,0,0,Consumer credit,-577,,,183,184,1,644,461,460,31880.16,inf,0,inf,174.2085246,173.2617391,31880.16,49.50335404,69.15436009
370105,5165839,Closed,currency 1,-1886,0,-1703,-1688,0,,21739.5,0,,,,0,Consumer credit,-577,,,183,198,15,1309,1126,1111,21739.5,,,,118.795082,109.7954545,1449.3,16.60771581,19.30683837
370105,5165840,Closed,currency 1,-1887,0,-1703,-1689,0,4132.395,21740.76,0,,,0,0,Consumer credit,-577,,,184,198,14,1310,1126,1112,21740.76,inf,0,inf,118.1563043,109.8018182,1552.911429,16.596,19.30795737
370851,5366329,Active,currency 1,-1331,0,-249,,0,0,333000,0,TRUE,,22500,0,Credit card,-620,,,1082,,,711,-371,,333000,14.8,22500,14.8,307.7634011,,,468.3544304,-897.574124
370851,5366328,Closed,currency 1,-1348,0,-252,-845,0,0,135000,0,,,135000,0,Credit card,-842,,,1096,503,-593,506,-590,3,135000,1,135000,1,123.1751825,268.389662,-227.6559865,266.798419,-228.8135593
370851,5366327,Active,currency 1,-1351,0,-736,,0,0,4500,0,TRUE,,4500,0,Credit card,-621,,,615,,,730,115,,4500,1,4500,1,7.317073171,,,6.164383562,39.13043478
370851,5366330,Closed,currency 1,-1671,0,-1125,-1186,0,,71775,0,,,0,0,Consumer credit,-882,,,546,485,-61,789,243,304,71775,inf,0,inf,131.456044,147.9896907,-1176.639344,90.96958175,295.3703704
370851,5366326,Closed,currency 1,-2225,0,-1891,-1919,0,0,138206.7,0,,,0,0,Consumer credit,-1919,,,334,306,-28,306,-28,0,138206.7,inf,0,inf,413.792515,451.6558824,-4935.953571,451.6558824,-4935.953571
377122,6294527,Active,currency 1,-87,0,35,,0,0,17955,9382.5,TRUE,,0,0,Consumer credit,-21,,,122,,,66,-56,,8572.5,inf,9382.5,1.913669065,147.1721311,,,272.0454545,-320.625
377122,6294526,Active,currency 1,-283,0,82,,0,0,94500,32643,TRUE,,0,0,Consumer credit,-25,,,365,,,258,-107,,61857,inf,32643,2.894954508,258.9041096,,,366.2790698,-883.1775701
377122,6294525,Active,currency 1,-498,0,,,0,0,168750,166689,TRUE,,2061,0,Credit card,-11,,,,,,487,,,2061,1,168750,1,,,,346.5092402,
377122,6294524,Closed,currency 1,-694,0,-542,-542,0,0,90000,0,,,0,0,Consumer credit,-536,,,152,152,0,158,6,6,90000,inf,0,inf,592.1052632,592.1052632,inf,569.6202532,15000
377122,6294523,Closed,currency 1,-817,0,-624,-624,0,0,45405,0,,,0,0,Consumer credit,-620,,,193,193,0,197,4,4,45405,inf,0,inf,235.2590674,235.2590674,inf,230.4822335,11351.25
377122,6294522,Closed,currency 1,-953,0,-771,-771,0,0,26343,0,,,0,0,Consumer credit,-641,,,182,182,0,312,130,130,26343,inf,0,inf,144.7417582,144.7417582,inf,84.43269231,202.6384615
377122,6294521,Closed,currency 1,-1247,0,-912,-939,0,0,23242.5,0,,,0,0,Consumer credit,-939,,,335,308,-27,308,-27,0,23242.5,inf,0,inf,69.38059701,75.46266234,-860.8333333,75.46266234,-860.8333333
377206,5273296,Active,currency 1,-496,0,10463,,0,1642.5,45000,,TRUE,,,0,Credit card,-44,,,10959,,,452,-10507,,,,,,4.106214071,,,99.55752212,-4.282859046
377206,5273294,Active,currency 1,-1234,0,9724,,0,13374,247500,,TRUE,,,0,Credit card,-44,,,10958,,,1190,-9768,,,,,,22.58623836,,,207.9831933,-25.33783784
377206,5273295,Closed,currency 1,-1234,0,-138,-127,0,34744.5,900000,,,,,0,Consumer credit,-127,,,1096,1107,11,1107,11,0,,,,,821.1678832,813.0081301,81818.18182,813.0081301,81818.18182
377206,5273293,Closed,currency 1,-2169,0,,-1409,0,,135000,0,,,0,0,Credit card,-1404,,,,760,,765,,5,135000,inf,0,inf,,177.6315789,,176.4705882,
377206,5273292,Active,currency 1,-2197,0,1093,,0,3969.135,225000,4957.92,TRUE,,220042.08,0,Credit card,-627,,,3290,,,1570,-1720,,220042.08,1,225000,1,68.38905775,,,143.3121019,-130.8139535
380125,6544190,Closed,currency 1,-740,0,1086,-141,0,,175500,0,,,0,0,Consumer credit,-89,0,,1826,599,-1227,651,-1175,52,175500,inf,0,inf,96.11171961,292.9883139,-143.0317848,269.5852535,-149.3617021
380125,6544192,Active,currency 1,-740,0,576,,0,,180000,2308.5,TRUE,,0,0,Credit card,-17,,,1316,,,723,-593,,177691.5,inf,2308.5,77.97270955,136.7781155,,,248.9626556,-303.5413153
380125,6544189,Closed,currency 1,-779,0,-414,-567,0,,72229.5,0,,,,0,Consumer credit,-460,4500,,365,212,-153,319,-46,107,72229.5,,,,197.8890411,340.7051887,-472.0882353,226.4247649,-1570.206522
380125,6544194,Closed,currency 1,-875,0,-693,-751,0,0,20205,0,,,0,0,Consumer credit,-748,,,182,124,-58,127,-55,3,20205,inf,0,inf,111.0164835,162.9435484,-348.362069,159.0944882,-367.3636364
380125,6544193,Closed,currency 1,-924,0,-559,-749,0,,67500,0,,,,0,Consumer credit,-748,0,,365,175,-190,176,-189,1,67500,,,,184.9315068,385.7142857,-355.2631579,383.5227273,-357.1428571
380125,6544191,Closed,currency 1,-1297,0,-992,-1159,0,,71995.5,0,,,0,0,Consumer credit,-1159,8109,,305,138,-167,138,-167,0,71995.5,inf,0,inf,236.0508197,521.7065217,-431.1107784,521.7065217,-431.1107784
381394,5074735,Closed,currency 1,-546,0,-363,-363,0,0,64759.5,0,,,0,0,Consumer credit,-360,76500,,183,183,0,186,3,3,64759.5,inf,0,inf,353.8770492,353.8770492,inf,348.1693548,21586.5
381394,5074734,Active,currency 1,-690,0,1138,,0,,1685250,1955466,FALSE,,,0,Car loan,-4,76500,,1828,,,686,-1142,,-270216,,,,921.9091904,,,2456.632653,-1475.700525
381394,5074733,Closed,currency 1,-1411,0,-1228,-1258,0,,62145,0,,,,0,Consumer credit,-1222,76500,,183,153,-30,189,6,36,62145,,,,339.5901639,406.1764706,-2071.5,328.8095238,10357.5
381394,5074731,Closed,currency 1,-1412,0,-1228,-1227,0,,62145,0,,,0,0,Consumer credit,-765,76500,,184,185,1,647,463,462,62145,inf,0,inf,337.7445652,335.9189189,62145,96.05100464,134.2224622
381394,5074732,Active,currency 1,-2598,0,-1501,,0,,99450,,TRUE,,,0,Credit card,-2505,76500,,1097,,,93,-1004,,,,,,90.65633546,,,1069.354839,-99.05378486
384789,5475010,Closed,currency 1,-2455,0,-2242,-2268,0,3767.985,19748.88,0,,,0,0,Consumer credit,-2241,,,213,187,-26,214,1,27,19748.88,inf,0,inf,92.71774648,105.608984,-759.5723077,92.28448598,19748.88
385166,6385203,Active,currency 1,-450,0,1048,,0,,67500,0,TRUE,,0,0,Credit card,-49,,,1498,,,401,-1097,,67500,inf,0,inf,45.06008011,,,168.3291771,-61.53144941
386334,5108831,Active,currency 1,-40,0,1786,,0,0,900000,900000,TRUE,,0,0,Consumer credit,-28,,,1826,,,12,-1814,,0,,900000,1,492.8806134,,,75000,-496.1411246
388524,6080486,Active,currency 1,-665,0,1161,,0,,2069118,1513939.5,TRUE,,0,0,Car loan,-19,,,1826,,,646,-1180,,555178.5,inf,1513939.5,1.366711153,1133.142388,,,3202.96904,-1753.489831
